#GENE	HGNC ID	INHERITANCE	AGE GROUP
MSR1	7376	AD	Adult
MSRB3	27375	AR	Pediatric
MSTN	4223	AR	N/A
MSTO1	29678	AD/AR	N/A
MSX1	7391	AD	N/A
MSX2	7392	AD	N/A
MT-ATP6	7414	Maternal	N/A
MT-ATP8	7415	Maternal	Pediatric
MT-CO1	7419	Maternal	Pediatric
MT-CO2	7421	Maternal	N/A
MT-CO3	7422	Maternal	N/A
MT-ND1	7455	Maternal	Pediatric
MT-ND2	7456	Maternal	N/A
MT-ND3	7458	Maternal	N/A
MT-ND4	7459	Maternal	N/A
MT-ND4L	7460	Maternal	N/A
MT-ND5	7461	Maternal	N/A
MT-ND6	7462	Maternal	N/A
MT-RNR1	7470	Maternal	Pediatric
MT-RNR2	7471	Maternal	Pediatric
MT-TC	7477	Maternal	N/A
MT-TE	7479	Maternal	N/A
MT-TF	7481	Maternal	N/A
MT-TL1	7490	Maternal	Pediatric
MT-TS1	7497	Maternal	Pediatric
MT-TV	7500	Maternal	N/A
MTAP	7413	AD	Pediatric
MTFMT	29666	AR	Pediatric
MTHFD1	7432	AR	Pediatric
MTHFR	7436	AR	Pediatric
MTHFS	7437	AR	Pediatric
MTM1	7448	XL	Pediatric
MTMR2	7450	AR	N/A
MTO1	19261	AR	Pediatric
MTOR	3942	AD	N/A
MTPAP	25532	AR	N/A
MTR	7468	AR	Pediatric
MTRR	7473	AR	Pediatric
MTTP	7467	AR	Pediatric
MTX2	7506	AR	Pediatric
MUC1	7508	AD	N/A
MUSK	7525	AR	Pediatric
MUTYH	7527	AR	Adult
MVD	7529	AD	N/A
MVK	7530	AR	Pediatric
MYBPC1	7549	AD/AR	N/A
MYBPC3	7551	AD/AR	Pediatric
MYCN	7559	AD	Pediatric
MYD88	7562	AR	Pediatric
MYF5	7565	AR	N/A
MYF6	7566	AD	N/A
MYH11	7569	AD/AR	Pediatric
MYH14	23212	AD	N/A
MYH2	7572	AD/AR	N/A
MYH3	7573	AD	N/A
MYH6	7576	AD	Pediatric
MYH7	7577	AD/AR	Pediatric
MYH8	7578	AD	N/A
MYH9	7579	AD	Pediatric
MYL1	7582	AR	N/A
MYL2	7583	AD	Pediatric
MYL3	7584	AD/AR	Pediatric
MYL4	7585	AD	Pediatric
MYL9	15754	AR	Pediatric
MYLK	7590	AD/AR	Pediatric
MYLK2	16243	AD/Digenic	Pediatric
MYLPF	29824	AD/AR	N/A
MYMK	33778	AR	N/A
MYO15A	7594	AR	Pediatric
MYO18B	18150	AR	N/A
MYO1A	7595	AD	Pediatric
MYO1E	7599	AR	Pediatric
MYO1H	13879	AR	Pediatric
MYO3A	7601	AR	Pediatric
MYO5A	7602	AR	N/A
MYO5B	7603	AR	Pediatric
MYO6	7605	AR	Pediatric
MYO7A	7606	AR	Pediatric
MYO9A	7608	AR	Pediatric
MYOC	7610	AD/AR/Digenic	Pediatric
MYOCD	16067	AD	N/A
MYOD1	7611	AR	N/A
MYOF	3656	AD	Pediatric
MYORG	19918	AR	N/A
MYOT	12399	AD	Pediatric
MYOZ2	1330	AD	Pediatric
MYPN	23246	AD	Pediatric
MYRF	1181	AD	Pediatric
MYT1L	7623	AD	N/A
NAA10	18704	XL	Pediatric
NAA15	30782	AD	N/A
NAA20	15908	AR	Pediatric
NACC1	20967	AD	N/A
NADK2	26404	AR	N/A
NADSYN1	29832	AR	Pediatric
NAGA	7631	AR	N/A
NAGLU	7632	AR	N/A
NAGS	17996	AR	Pediatric
NALCN	19082	AD/AR	N/A
NANOS1	23044	AD	N/A
NANS	19237	AR	N/A
NARS1	7643	AD/AR	N/A
NARS2	26274	AR	Pediatric
NAT1	7645	AD	Pediatric
NAT2	7646	AD	Pediatric
NAT8L	26742	AR	N/A
NAXD	25576	AR	Pediatric
NAXE	18453	AR	N/A
NBAS	15625	AR	N/A
NBEA	7648	AD	N/A
NBEAL2	31928	AR	Pediatric
NBN	7652	AD/AR	Pediatric (Nijmegen breakage syndrome); Adult (Breast cancer, susceptibility to)
NCAPD2	24305	AR	N/A
NCAPD3	28952	AR	N/A
NCAPG2	21904	AR	Pediatric
NCAPH	1112	AR	N/A
NCDN	17597	AD	N/A
NCF1	7660	AR	Pediatric
NCF2	7661	AR	Pediatric
NCF4	7662	AR	Pediatric
NCKAP1L	4862	AR	Pediatric
NCSTN	17091	AD	N/A
NDE1	17619	AR	N/A
NDNF	26256	AD	Pediatric
NDP	7678	XL	N/A
NDRG1	7679	AR	N/A
NDST1	7680	AR	N/A
NDUFA1	7683	XL	N/A
NDUFA10	7684	AR	N/A
NDUFA11	20371	AR	N/A
NDUFA12	23987	AR	N/A
NDUFA13	17194	AD	Adult
NDUFA2	7685	AR	N/A
NDUFA4	7687	AR	N/A
NDUFA6	7690	AR	N/A
NDUFA8	7692	AR	N/A
NDUFA9	7693	AR	N/A
NDUFAF1	18828	AR	N/A
NDUFAF2	28086	AR	N/A
NDUFAF3	29918	AR	N/A
NDUFAF4	21034	AR	N/A
NDUFAF5	15899	AR	N/A
NDUFAF6	28625	AR	Pediatric
NDUFAF8	33551	AR	N/A
NDUFB10	7696	AR	N/A
NDUFB11	20372	XL	Pediatric
NDUFB3	7698	AR	N/A
NDUFB8	7703	AR	N/A
NDUFB9	7704	AR	N/A
NDUFC2	7706	AR	N/A
NDUFS1	7707	AR	N/A
NDUFS2	7708	AR	N/A
NDUFS3	7710	AR	N/A
NDUFS4	7711	AR	N/A
NDUFS6	7713	AR	N/A
NDUFS7	7714	AR	N/A
NDUFS8	7715	AR	N/A
NDUFV1	7716	AR	N/A
NDUFV2	7717	AR	N/A
NEB	7720	AR	N/A
NECAP1	24539	AR	N/A
NECTIN1	9706	AD/AR	N/A
NECTIN4	19688	AR	N/A
NEDD4L	7728	AD	N/A
NEFH	7737	AD	N/A
NEFL	7739	AD/AR	N/A
NEK1	7744	AR/Digenic	N/A
NEK10	18592	AR	Pediatric
NEK2	7745	AR	N/A
NEK8	13387	AR	Pediatric
NEK9	18591	AR	N/A
NEMF	10663	AR	N/A
NEPRO	24496	AR	N/A
NEU1	7758	AR	N/A
NEUROD1	7762	AD	N/A
NEUROD2	7763	AD	Pediatric
NEUROG3	13806	AR	Pediatric
NEXMIF	29433	XL	N/A
NEXN	29557	AD	Pediatric
NF1	7765	AD	Pediatric
NF2	7773	AD	Pediatric
NFASC	29866	AR	N/A
NFE2L2	7782	AD	Pediatric
NFIA	7784	AD	Pediatric
NFIB	7785	AD	N/A
NFIX	7788	AD	N/A
NFKB1	7794	AD	Pediatric
NFKB2	7795	AD	Pediatric
NFKBIA	7797	AD	Pediatric
NFS1	15910	AR	Pediatric
NFU1	16287	AR	N/A
NGF	7808	AR	N/A
NGLY1	17646	AR	Pediatric
NHEJ1	25737	AR	Pediatric
NHLRC1	21576	AR	N/A
NHLRC2	24731	AR	N/A
NHP2	14377	AR	Pediatric
NHS	7820	XL	N/A
NIN	14906	AR	N/A
NIPA1	17043	AD	N/A
NIPAL4	28018	AR	N/A
NIPBL	28862	AD	Pediatric
NKAP	29873	XL	Pediatric
NKX2-1	11825	AD	Pediatric/Adult
NKX2-5	2488	AD	Pediatric
NKX2-6	32940	AR	Pediatric
NKX3-2	951	AR	N/A
NKX6-2	19321	AR	N/A
NLGN1	14291	AD/AR	N/A
NLGN3	14289	XL	N/A
NLGN4X	14287	XL	N/A
NLRC4	16412	AD	Pediatric
NLRP1	14374	AD/AR	Pediatric
NLRP12	22938	AD	Pediatric
NLRP3	16400	AD	Pediatric
NLRP7	22947	AR	Pediatric
NME8	16473	AR	Pediatric
NMNAT1	17877	AR	Pediatric
NNT	7863	AR	Pediatric
NOBOX	22448	AD	Pediatric
NOD2	5331	AD/AR	Pediatric
NODAL	7865	AD	Pediatric
NOG	7866	AD	Pediatric
NOL3	7869	AD	N/A
NONO	7871	XL	N/A
NOP10	14378	AR	Pediatric
NOP56	15911	AD 	N/A
NOS1AP	16859	AR	N/A
NOTCH1	7881	AD	Pediatric
NOTCH2	7882	AD	Pediatric
NOTCH2NLC	53924	AD	N/A
NOTCH3	7883	AD	Pediatric
NOVA2	7887	AD	N/A
NPAT	7896	AD	Adult
NPC1	7897	AR	N/A
NPC1L1	7898	AD/AR	Pediatric
NPC2	14537	AR	N/A
NPHP1	7905	AR	N/A
NPHP3	7907	AR	N/A
NPHP4	19104	AR	N/A
NPHS1	7908	AR	N/A
NPHS2	13394	AR	N/A
NPPA	7939	AD/AR	Adult
NPR2	7944	AD/AR	N/A
NPR3	7945	AD	Pediatric
NPRL2	24969	AD	N/A
NPRL3	14124	AD	N/A
NR0B1	7960	XL	Pediatric
NR1H4	7967	AR	Pediatric
NR2E3	7974	AD/AR	N/A
NR2F1	7975	AD	N/A
NR2F2	7976	AD	Pediatric
NR3C1	7978	AD/AR	Pediatric
NR3C2	7979	AD	Pediatric
NR5A1	7983	AD/AR	Pediatric
NRAS	7989	AD	Pediatric
NRIP1	8001	AD	Pediatric
NRL	8002	AD/AR	N/A
NRROS	24613	AR	N/A
NRXN1	8008	AD/AR	N/A
NSD1	14234	AD	Pediatric
NSD2	12766	AD	N/A
NSDHL	13398	XL	N/A
NSMCE2	26513	AR	Pediatric
NSMCE3	7677	AR	Pediatric
NSMF	29843	AD	Pediatric
NSUN3	26208	AR	N/A
NT5C2	8022	AR	N/A
NT5C3A	17820	AR	Pediatric
NT5E	8021	AR	N/A
NTF4	8024	AD	Adult
NTHL1	8028	AR	Adult
NTN1	8029	AD	N/A
NTNG2	14288	AR	N/A
NTRK1	8031	AR	Pediatric
NTRK2	8032	AD	N/A
NUAK2	29558	AR	N/A
NUBPL	20278	AR	N/A
NUDT15	23063	AD	Pediatric
NUP107	29914	AR	N/A
NUP133	18016	AR	N/A
NUP155	8063	AR	Pediatric
NUP160	18017	AR	N/A
NUP188	17859	AR	Pediatric
NUP205	18658	AR	N/A
NUP214	8064	AR	N/A
NUP37	29929	AR	N/A
NUP62	8066	AR	N/A
NUP85	8734	AR	N/A
NUP88	8067	AR	N/A
NUS1	21042	AD/AR	N/A
NUTM2B-AS1	51204	AD	N/A
NXF5	8075	XL	Pediatric
NXN	18008	AR	Pediatric
NYX	8082	XL	N/A
OAT	8091	AR	Pediatric
OBSL1	29092	AR	N/A
OCA2	8101	AD/AR	N/A
OCLN	8104	AR	N/A
OCRL	8108	XL	Pediatric
ODAD1	26560	AR	Pediatric
ODAD2	25583	AR	Pediatric
ODAD3	28303	AR	Pediatric
ODAD4	25280	AR	Pediatric
ODAPH	26300	AR	N/A
ODC1	8109	AD	N/A
OFD1	2567	XL	N/A
OGDH	8124	AR	N/A
OGDHL	25590	AR	Pediatric
OGT	8127	XL	N/A
OPA1	8140	AD	Adult
OPA3	8142	AD/AR	N/A
OPHN1	8148	XL	N/A
OPLAH	8149	AR	N/A
OPN1LW	9936	XL (involving both OPN1 genes)	N/A
OPN1MW	4206	XL (involving both OPN1 genes)	N/A
OPN1SW	1012	AD	N/A
OPTN	17142	AD	Adult
ORAI1	25896	AR	Pediatric
ORC1	8487	AR	N/A
ORC4	8490	AR	N/A
ORC6	17151	AR	N/A
OSBPL2	15761	AD	N/A
OSGEP	18028	AR	N/A
OSMR	8507	AD	N/A
OSTM1	21652	AR	N/A
OTC	8512	XL	Pediatric
OTOA	16378	AR	Pediatric
OTOF	8515	AR	Pediatric
OTOG	8516	AR	Pediatric
OTOGL	26901	AR	Pediatric
OTUD5	25402	XL	Pediatric
OTUD6B	24281	AR	N/A
OTULIN	25118	AR	Pediatric
OTX2	8522	AD	Pediatric
OVOL2	15804	AD	Pediatric
OXCT1	8527	AR	Pediatric
OXR1	15822	AR	N/A
P2RX2	15459	AD	N/A
P2RY12	18124	AD/AR	Pediatric
P3H1	19316	AR	N/A
P3H2	19317	AR	N/A
P4HA2	8547	AD	N/A
P4HB	8548	AD	N/A
P4HTM	28858	AR	Pediatric
PABPN1	8565	AD/AR	N/A
PACS1	30032	AD	N/A
PACS2	23794	AD	Pediatric
PADI3	18337	AR	N/A
PADI6	20449	AR	Adult
PAFAH1B1	8574	AD	N/A
PAH	8582	AR	Pediatric
PAK1	8590	AD	N/A
PAK3	8592	XL	N/A
PALB2	26144	AD/AR	Pediatric (Fanconi anemia, complementation group N); Adult (Breast cancer, Pancreatic cancer, susceptibility to 3)
PALLD	17068	AD	Adult
PAM16	29679	AR	N/A
PANK2	15894	AD/AR	N/A
PANK4	19366	AD	N/A
PANX1	8599	AD	N/A
PAPPA2	14615	AR	Pediatric
PAPSS2	8604	AR	N/A
PARK7	16369	AR	Adult
PARN	8609	AD/AR	Pediatric
PARS2	30563	AR	N/A
PATL2	33630	AR	N/A
PAX1	8615	AR	Pediatric
PAX2	8616	AD	Pediatric
PAX3	8617	AD/AR  	Pediatric
PAX4	8618	AD	N/A
PAX5	8619	AD	Pediatric
PAX6	8620	AD	Pediatric
PAX7	8621	AR	N/A
PAX8	8622	AD	Pediatric
PAX9	8623	AD	N/A
PBRM1	30064	AD	Adult
PBX1	8632	AD	Pediatric
PC	8636	AR	Pediatric
PCARE	34383	AR	N/A
PCBD1	8646	AR	Pediatric
PCCA	8653	AR	Pediatric
PCCB	8654	AR	Pediatric
PCDH12	8657	AR	N/A
PCDH15	14674	AR/Digenic	Pediatric
PCDH19	14270	XL	N/A
PCGF2	12929	AD	Pediatric
PCIF1	16200	AR	Pediatric
PCK1	8724	AR	Pediatric
PCNA	8729	AR	Pediatric
PCNT	16068	AR	N/A
PCSK1	8743	AD	N/A
PCSK9	20001	AD	Pediatric
PCYT1A	8754	AR	N/A
PCYT2	8756	AR	N/A
PDCD10	8761	AD	Pediatric
PDE10A	8772	AD/AR	Pediatric
PDE11A	8773	AD	Pediatric
PDE1C	8776	AD	N/A
PDE2A	8777	AR	Pediatric
PDE3A	8778	AD	Pediatric
PDE4D	8783	AD	Pediatric
PDE6A	8785	AR	N/A
PDE6B	8786	AD/AR	N/A
PDE6C	8787	AR	N/A
PDE6D	8788	AR	N/A
PDE6G	8789	AR	N/A
PDE6H	8790	AD/AR	N/A
PDE8B	8794	AD	Pediatric
PDGFB	8800	AD	N/A
PDGFRA	8803	AD	Adult
PDGFRB	8804	AD	Pediatric
PDHA1	8806	XL	Pediatric
PDHB	8808	AR	N/A
PDHX	21350	AR	Pediatric
PDK3	8811	XL	N/A
PDP1	9279	AR	N/A
PDSS1	17759	AR	Pediatric
PDSS2	23041	AR	Pediatric
PDX1	6107	AR	Pediatric
PDXK	8819	AR	N/A
PDYN	8820	AD	N/A
PDZD7	26257	AR/Digenic	Pediatric
PEPD	8840	AR	Pediatric
PER2	8846	AD	N/A
PER3	8847	AD	N/A
PERCC1	52293	AR	Pediatric
PERP	17637	AD/AR	N/A
PET100	40038	AR	N/A
PET117	40045	AR	N/A
PEX1	8850	AR	Pediatric
PEX10	8851	AR	N/A
PEX11B	8853	AR	N/A
PEX12	8854	AR	N/A
PEX13	8855	AR	N/A
PEX14	8856	AR	N/A
PEX16	8857	AR	N/A
PEX19	9713	AR	N/A
PEX2	9717	AR	N/A
PEX26	22965	AR	N/A
PEX3	8858	AR	N/A
PEX5	9719	AR	N/A
PEX6	8859	AR	Pediatric
PEX7	8860	AR	Pediatric
PFKM	8877	AR	Pediatric
PFN1	8881	AD	N/A
PGAM2	8889	AR	Pediatric
PGAP1	25712	AR	N/A
PGAP2	17893	AR	N/A
PGAP3	23719	AR	N/A
PGK1	8896	XL	Pediatric
PGM1	8905	AR	Pediatric
PGM3	8907	AR	Pediatric
PHACTR1	20990	AD	N/A
PHC1	3182	AR	N/A
PHEX	8918	XL	Pediatric
PHF21A	24156	AD	N/A
PHF6	18145	XL	N/A
PHF8	20672	XL	N/A
PHGDH	8923	AR	Pediatric
PHIP	15673	AD	N/A
PHKA1	8925	XL	Pediatric
PHKA2	8926	XL	Pediatric
PHKB	8927	AR	Pediatric
PHKG2	8931	AR	Pediatric
PHOX2A	691	AR	N/A
PHOX2B	9143	AD	Pediatric
PHYH	8940	AR	Pediatric
PHYKPL	28249	AR	N/A
PI4KA	8983	AR	N/A
PIBF1	23352	AR	N/A
PIEZO1	28993	AD	Pediatric
PIEZO2	26270	AD/AR	N/A
PIGA	8957	XL	Pediatric
PIGB	8959	AR	N/A
PIGC	8960	AR	N/A
PIGF	8962	AR	N/A
PIGG	25985	AR	N/A
PIGH	8964	AR	N/A
PIGK	8965	AR	N/A
PIGL	8966	AR	Pediatric
PIGM	18858	AR	Pediatric
PIGN	8967	AR	Pediatric
PIGO	23215	AR	Pediatric
PIGP	3046	AR	N/A
PIGQ	14135	AR	N/A
PIGS	14937	AR	Pediatric
PIGT	14938	AR	N/A
PIGU	15791	AR	N/A
PIGV	26031	AR	N/A
PIGW	23213	AR	N/A
PIGY	28213	AR	N/A
PIK3C2A	8971	AR	Pediatric
PIK3CA	8975	AD	Adult
PIK3CD	8977	AD/AR	Pediatric
PIK3R1	8979	AR	Pediatric
PIK3R2	8980	AD	N/A
PIK3R5	30035	AR	N/A
PIKFYVE	23785	AD	N/A
PINK1	14581	AR	N/A
PIP5K1C	8996	AR	N/A
PITPNM3	21043	AD	N/A
PITRM1	17663	AR	N/A
PITX1	9004	AD	N/A
PITX2	9005	AD	Adult
PITX3	9006	AD	N/A
PJVK	29502	AR	Pediatric
PKD1	9008	AD	Pediatric
PKD1L1	18053	AR	Pediatric
PKD2	9009	AD	Pediatric
PKDCC	25123	AR	N/A
PKHD1	9016	AR	Pediatric
PKLR	9020	AR	Pediatric
PKP1	9023	AR	N/A
PKP2	9024	AD	Pediatric
PLA2G4A	9035	AR	Pediatric
PLA2G5	9038	AR	N/A
PLA2G6	9039	AR	Adult
PLA2G7	9040	AR	N/A
PLAA	9043	AR	N/A
PLAG1	9045	AD	Pediatric
PLAGL1	9046	AD	Pediatric
PLAU	9052	AD	Pediatric
PLCB1	15917	AR	Pediatric
PLCB3	9056	AR	Pediatric
PLCB4	9059	AD	N/A
PLCD1	9060	AD/AR	N/A
PLCE1	17175	AR	N/A
PLCG2	9066	AD	Pediatric
PLCZ1	19218	AR	N/A
PLD1	9067	AR	Pediatric
PLD3	17158	AD	N/A
PLEC	9069	AR	N/A
PLEKHG2	29515	AR	N/A
PLEKHG5	29105	AR	N/A
PLEKHM1	29017	AD/AR	N/A
PLG	9071	AD/AR	Pediatric
PLIN1	9076	AD	Pediatric
PLK4	11397	AR	N/A
PLN	9080	AD/AR	Pediatric
PLOD1	9081	AR	Pediatric
PLOD2	9082	AR	N/A
PLOD3	9083	AR	Pediatric
PLP1	9086	XL	N/A
PLPBP	9457	AR	Pediatric
PLS1	9090	AD	Pediatric
PLS3	9091	XL	N/A
PLVAP	13635	AR	Pediatric
PMFBP1	17728	AR	N/A
PMM2	9115	AR	Pediatric
PMP2	9117	AD	N/A
PMP22	9118	AD/AR	N/A
PMPCA	18667	AR	N/A
PMPCB	9119	AR	N/A
PMS2	9122	AD/AR	Adult (Colorectal cancer, hereditary nonpolyposis type 4)/Pediatric (Mismatch repair cancer syndrome)
PMVK	9141	AD	N/A
PNKP	9154	AR	N/A
PNLDC1	21185	AR	N/A
PNLIP	9155	AR	Pediatric
PNP	7892	AR	Pediatric
PNPLA1	21246	AR	N/A
PNPLA2	30802	AR	N/A
PNPLA6	16268	AR	Pediatric
PNPLA8	28900	AR	N/A
PNPO	30260	AR	Pediatric
PNPT1	23166	AR	Pediatric
POC1A	24488	AR	N/A
POC1B	30836	AR	N/A
POF1B	13711	XL	Pediatric
POFUT1	14988	AD	N/A
POGLUT1	22954	AD/AR	N/A
POGZ	18801	AD	N/A
POLA1	9173	XL	Pediatric
POLD1	9175	AD	Pediatric
POLE	9177	AD/AR	Pediatric
POLG	9179	AD/AR	N/A
POLG2	9180	AD/AR	N/A
POLH	9181	AR	Pediatric
POLR1A	17264	AD	N/A
POLR1B	20454	AD	Pediatric
POLR1C	20194	AR	Pediatric
POLR1D	20422	AD/AR	Pediatric
POLR3A	30074	AR	N/A
POLR3B	30348	AR	N/A
POLR3GL	28466	AR	Pediatric
POLR3K	14121	AR	N/A
POMC	9201	AR	Pediatric
POMGNT1	19139	AR	N/A
POMGNT2	25902	AR	N/A
POMK	26267	AR	N/A
POMP	20330	AD	Pediatric
POMT1	9202	AR	Pediatric
POMT2	19743	AR	Pediatric
PON1	9204	AD/AR	Pediatric
POP1	30129	AR	N/A
POPDC3	17649	AR	N/A
POR	9208	AR	Pediatric
PORCN	17652	XL	N/A
POT1	17284	AD	Pediatric
POU1F1	9210	AD/AR	Pediatric
POU3F3	9216	AD	N/A
POU3F4	9217	XL	Pediatric
POU4F1	9218	AD	N/A
POU4F3	9220	AD	N/A
POU6F2	21694	AD	Pediatric
PPA2	28883	AR	Pediatric
PPARG	9236	AD/Digenic (Severe digenic insulin resistance can be due to digenic variants in PPP1R3A and PPARG)	N/A
PPCS	25686	AR	Pediatric
PPIB	9255	AR	N/A
PPIP5K2	29035	AR	Pediatric
PPM1D	9277	AD	N/A
PPM1K	25415	AR	Pediatric
PPOX	9280	AD/AR	Pediatric
PPP1CB	9282	AD	Pediatric
PPP1R12A	7618	AD	N/A
PPP1R15B	14951	AR	Pediatric
PPP1R3A	9291	Digenic	N/A
PPP2CA	9299	AD	N/A
PPP2R1A	9302	AD	N/A
PPP2R2B	9305	AD	N/A
PPP2R3C	17485	AD/AR	N/A
PPP2R5D	9312	AD	N/A
PPP3CA	9314	AD	N/A
PPT1	9325	AR	N/A
PQBP1	9330	XL	Pediatric
PRCD	32528	AR	N/A
PRDM12	13997	AR	N/A
PRDM13	13998	AD	N/A
PRDM16	14000	AD	Pediatric
PRDM5	9349	AR	Pediatric
PRDM6	9350	AD	Pediatric
PRDM8	13993	AR	N/A
PRDX1	9352	AR/Digenic	Pediatric
PREPL	30228	AR	Pediatric
PRF1	9360	AR	Pediatric
PRG4	9364	AR	Pediatric
PRICKLE1	17019	AD/AR	N/A
PRICKLE2	20340	AD	N/A
PRIMPOL	26575	AD	N/A
PRKACA	9380	AD	Pediatric
PRKACB	9381	AD	Pediatric
PRKACG	9382	AR	Pediatric
PRKAG2	9386	AD	Pediatric
PRKAG3	9387	AD	N/A
PRKAR1A	9388	AD	Pediatric
PRKAR1B	9390	AD	N/A
PRKCD	9399	AR	Pediatric
PRKCG	9402	AD/AR	N/A
PRKCSH	9411	AD	N/A
PRKD1	9407	AD	Pediatric
PRKDC	9413	AR	Pediatric
PRKG1	9414	AD	Pediatric
PRKG2	9416	AR	N/A
PRKN	8607	AR	Pediatric
PRKRA	9438	AR	N/A
PRLR	9446	AD	Pediatric
PRMT7	25557	AR	N/A
PRNP	9449	AD/AR	N/A
PROC	9451	AD/AR	Pediatric
PRODH	9453	AR	N/A
PROK2	18455	AD/AR/Digenic	Pediatric
PROKR2	15836	AD/AR	Pediatric
PROM1	9454	AD/AR	N/A
PROP1	9455	AR	Pediatric
PRORP	19958	AR	Pediatric
PROS1	9456	AD/AR	Pediatric
PROZ	9460	AD	N/A
PRPF3	17348	AD	N/A
PRPF31	15446	AD	N/A
PRPF4	17349	AD	N/A
PRPF6	15860	AD	N/A
PRPF8	17340	AD	N/A
PRPH2	9942	AD/Digenic	N/A
PRPS1	9462	XL	Pediatric
PRR12	29217	AD	Pediatric
PRRT2	30500	AD	Pediatric
PRRX1	9142	AD/AR	N/A
PRSS1	9475	AD	Pediatric
PRSS12	9477	AR	N/A
PRSS56	39433	AR	Adult
PRUNE1	13420	AR	N/A
PRX	13797	AR	N/A
PSAP	9498	AD	Adult
PSAT1	19129	AR	Pediatric
PSEN1	9508	AD	Pediatric
PSEN2	9509	AD	Pediatric
PSENEN	30100	AD	N/A
PSMA3	9532	Digenic	Pediatric
PSMB10	9538	AR	Pediatric
PSMB4	9541	AR/Digenic	Pediatric
PSMB8	9545	AR/Digenic	Pediatric
PSMB9	9546	Digenic	Pediatric
PSMC3	9549	AR	N/A
PSMC3IP	17928	AR	Pediatric
PSMD12	9557	AD	Pediatric
PSMG2	24929	AR	Pediatric
PSPH	9577	AR	Pediatric
PSTPIP1	9580	AD	Pediatric
PTCD3	24717	AR	N/A
PTCH1	9585	AD	Pediatric
PTCH2	9586	AD	Pediatric
PTCHD1	26392	XL	N/A
PTDSS1	9587	AD	N/A
PTEN	9588	AD	Pediatric
PTF1A	23734	AR	Pediatric
PTH	9606	AD/AR	Pediatric
PTH1R	9608	AD/AR	N/A
PTHLH	9607	AD	N/A
PTPN11	9644	AD	Pediatric
PTPN14	9647	AR	N/A
PTPN23	14406	AR	N/A
PTPRC	9666	AR	Pediatric
PTPRF	9670	AR	N/A
PTPRO	9678	AR	N/A
PTPRQ	9679	AR	Pediatric
PTRH2	24265	AR	Pediatric
PTS	9689	AR	Pediatric
PUF60	17042	AD	Pediatric
PUM1	14957	AD	N/A
PURA	9701	AD	N/A
PUS1	15508	AR	Pediatric
PUS3	25461	AR	N/A
PUS7	26033	AR	N/A
PXDN	14966	AR	Pediatric
PYCR1	9721	AR	N/A
PYCR2	30262	AR	N/A
PYGL	9725	AR	Pediatric
PYGM	9726	AR	Pediatric
PYROXD1	26162	AR	N/A
QARS1	9751	AR	N/A
QDPR	9752	AR	Pediatric
QRICH1	24713	AD	N/A
QRICH2	25326	AR	N/A
QRSL1	21020	AR	N/A
RAB11B	9761	AD	N/A
RAB18	14244	AR	N/A
RAB23	14263	AR	N/A
RAB27A	9766	AR	Pediatric
RAB28	9768	AR	N/A
RAB33B	16075	AR	N/A
RAB39B	16499	XL	Pediatric
RAB3GAP1	17063	AR	Pediatric
RAB3GAP2	17168	AR	Pediatric
RAB7A	9788	AD	N/A
RABL3	18072	AD	Adult
RAC1	9801	AD	N/A
RAC2	9802	AD/AR	Pediatric
RAC3	9803	AD	N/A
RAD21	9811	AD/AR	Pediatric
RAD50	9816	AD/AR	Adult (Breast cancer, susceptibility to); Pediatric (Nijmegen breakage syndrome-like disorder)
RAD51	9817	AD	N/A
RAD51C	9820	AD/AR	Pediatric (Fanconi anemia goup O); Adult (Breast-ovarian cancer, familial, susceptibility to)
RAD51D	9823	AD	Adult
RAF1	9829	AD	Pediatric
RAG1	9831	AR	Pediatric
RAG2	9832	AR	Pediatric
RAI1	9834	AD	N/A
RALA	9839	AD	N/A
RALGAPA1	17770	AR	Pediatric
RANBP2	9848	AD	Pediatric
RAPGEF2	16854	AD	N/A
RAPSN	9863	AR	Pediatric
RARB	9865	AD/AR	N/A
RARS1	9870	AD	N/A
RARS2	21406	AR	N/A
RASA1	9871	AD	Pediatric
RASGRP1	9878	AR	Pediatric
RASGRP2	9879	AR	Pediatric
RAX	18662	AR	N/A
RAX2	18286	AD	N/A
RB1	9884	AD	Pediatric
RB1CC1	15574	AD	N/A
RBBP8	9891	AR	N/A
RBCK1	15864	AR	Pediatric
RBL2	9894	AR	N/A
RBM10	9896	XL	Pediatric
RBM12	9898	AD	N/A
RBM20	27424	AD	Pediatric
RBM28	21863	AR	Pediatric
RBMX	9910	XL	N/A
RBP3	9921	AR	N/A
RBP4	9922	AR	N/A
RBPJ	5724	AD	N/A
RC3H1	29434	AR	Pediatric
RCBTB1	18243	AR	N/A
RD3	19689	AR	N/A
RDH11	17964	AD/AR	N/A
RDH12	19977	AD/AR	N/A
RDH5	9940	AR	N/A
RDX	9944	AR	Pediatric
REC114	25065	AR	N/A
RECQL4	9949	AR	Pediatric
REEP1	25786	AD	N/A
REEP2	17975	AD/AR	N/A
REEP6	30078	AR	N/A
REL	9954	AR	Pediatric
RELA	9955	AD	Pediatric
RELB	9956	AR	Pediatric
RELN	9957	AD/AR	N/A
RELT	13764	AR	N/A
REN	9958	AD	Pediatric
REPS1	15578	AR	N/A
RERE	9965	AD	Pediatric
REST	9966	AD	Pediatric
RET	9967	AD/AR	Pediatric
RETREG1	25964	AR	N/A
RFC1	9969	AR	N/A
